code,provisional_start_time,minutes,kickoff_time,finished,started,team_a_difficulty,finished_provisional,pulse_id,team_a_score,away_team,stats,team_h_difficulty,id,event,home_team,team_h_score
2367546,false,90,2023-08-13T15:30:00Z,true,true,3,true,93329,1,Liverpool,"[{identifier:goals_scored,a:[{value:1,element:303}],h:[{value:1,element:611}]},{identifier:assists,a:[{value:1,element:308}],h:[{value:1,element:195}]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:290},{value:1,element:294},{value:1,element:304}],h:[{value:1,element:196},{value:1,element:199},{value:1,element:211}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:4,element:291}],h:[]},{identifier:bonus,a:[{value:1,element:303}],h:[{value:3,element:611},{value:2,element:195}]},{identifier:bps,a:[{value:20,element:303},{value:17,element:309},{value:16,element:291},{value:16,element:307},{value:15,element:308},{value:14,element:302},{value:13,element:304},{value:13,element:313},{value:7,element:290},{value:6,element:295},{value:5,element:297},{value:3,element:293},{value:3,element:294},{value:3,element:628},{value:1,element:300}],h:[{value:27,element:611},{value:24,element:195},{value:19,element:197},{value:19,element:217},{value:18,element:199},{value:15,element:206},{value:14,element:202},{value:9,element:145},{value:8,element:216},{value:5,element:210},{value:4,element:196},{value:4,element:609},{value:4,element:613},{value:3,element:203},{value:-6,element:211}]}]",4,9,1,Chelsea,1
2367547,false,0,2023-08-14T19:00:00Z,false,true,4,false,93330,0,Wolves,"[{identifier:goals_scored,a:[],h:[]},{identifier:assists,a:[],h:[]},{identifier:own_goals,a:[],h:[]},{identifier:penalties_saved,a:[],h:[]},{identifier:penalties_missed,a:[],h:[]},{identifier:yellow_cards,a:[{value:1,element:545},{value:1,element:565},{value:1,element:567}],h:[{value:1,element:391},{value:1,element:398}]},{identifier:red_cards,a:[],h:[]},{identifier:saves,a:[{value:2,element:569}],h:[{value:2,element:597}]},{identifier:bonus,a:[],h:[]},{identifier:bps,a:[{value:26,element:551},{value:24,element:569},{value:24,element:572},{value:23,element:563},{value:21,element:545},{value:14,element:567},{value:13,element:559},{value:10,element:565},{value:6,element:566},{value:6,element:570},{value:3,element:557},{value:1,element:590}],h:[{value:25,element:597},{value:23,element:395},{value:23,element:401},{value:21,element:398},{value:16,element:376},{value:11,element:373},{value:8,element:372},{value:7,element:209},{value:7,element:391},{value:5,element:386},{value:5,element:396},{value:4,element:382},{value:3,element:379},{value:3,element:397}]}]",2,10,1,Man Utd,0
2367554,false,0,2023-08-18T18:45:00Z,false,false,2,false,93337,null,Sheffield Utd,[],2,17,2,Nott'm Forest,null
2367550,false,0,2023-08-19T14:00:00Z,false,false,2,false,93333,null,Brentford,[],3,13,2,Fulham,null
2367551,false,0,2023-08-19T14:00:00Z,false,false,4,false,93334,null,Bournemouth,[],2,14,2,Liverpool,null
2367557,false,0,2023-08-19T14:00:00Z,false,false,2,false,93340,null,Brighton,[],3,20,2,Wolves,null
2367555,false,0,2023-08-19T16:30:00Z,false,false,3,false,93338,null,Man Utd,[],3,18,2,Spurs,null
2367553,false,0,2023-08-19T19:00:00Z,false,false,5,false,93336,null,Newcastle,[],4,16,2,Man City,null
2367548,false,0,2023-08-20T13:00:00Z,false,false,3,false,93331,null,Everton,[],2,11,2,Aston Villa,null
2367556,false,0,2023-08-20T15:30:00Z,false,false,3,false,93339,null,Chelsea,[],3,19,2,West Ham,null
2367549,false,0,2023-08-21T19:00:00Z,false,false,2,false,93332,null,Arsenal,[],4,12,2,Crystal Palace,null
2367563,false,0,2023-08-25T19:00:00Z,false,false,3,false,93346,null,Luton,[],2,26,3,Chelsea,null
2367558,false,0,2023-08-26T11:30:00Z,false,false,2,false,93342,null,Spurs,[],3,22,3,Bournemouth,null
2367559,false,0,2023-08-26T14:00:00Z,false,false,4,false,93341,null,Fulham,[],2,21,3,Arsenal,null
2367560,false,0,2023-08-26T14:00:00Z,false,false,3,false,93343,null,Crystal Palace,[],2,23,3,Brentford,null
2367564,false,0,2023-08-26T14:00:00Z,false,false,2,false,93347,null,Wolves,[],2,27,3,Everton,null
2367565,false,0,2023-08-26T14:00:00Z,false,false,4,false,93348,null,Nott'm Forest,[],2,28,3,Man Utd,null
2367561,false,0,2023-08-26T16:30:00Z,false,false,3,false,93344,null,West Ham,[],2,24,3,Brighton,null
2367562,false,0,2023-08-27T13:00:00Z,false,false,2,false,93345,null,Aston Villa,[],3,25,3,Burnley,null
2367567,false,0,2023-08-27T13:00:00Z,false,false,2,false,93350,null,Man City,[],5,30,3,Sheffield Utd,null
2367566,false,0,2023-08-27T15:30:00Z,false,false,4,false,93349,null,Liverpool,[],4,29,3,Newcastle,null
2367575,false,0,2023-09-01T19:00:00Z,false,false,2,false,93358,null,West Ham,[],2,38,4,Luton,null
2367577,false,0,2023-09-02T11:30:00Z,false,false,2,false,93360,null,Everton,[],2,40,4,Sheffield Utd,null
2367569,false,0,2023-09-02T14:00:00Z,false,false,3,false,93352,null,Bournemouth,[],2,32,4,Brentford,null
2367571,false,0,2023-09-02T14:00:00Z,false,false,2,false,93354,null,Spurs,[],3,34,4,Burnley,null
2367572,false,0,2023-09-02T14:00:00Z,false,false,3,false,93355,null,Nott'm Forest,[],2,35,4,Chelsea,null
2367576,false,0,2023-09-02T14:00:00Z,false,false,5,false,93359,null,Fulham,[],2,39,4,Man City,null
2367570,false,0,2023-09-02T16:30:00Z,false,false,3,false,93353,null,Newcastle,[],4,33,4,Brighton,null
2367573,false,0,2023-09-03T13:00:00Z,false,false,2,false,93356,null,Wolves,[],2,36,4,Crystal Palace,null
2367574,false,0,2023-09-03T13:00:00Z,false,false,4,false,93357,null,Aston Villa,[],3,37,4,Liverpool,null
2367568,false,0,2023-09-03T15:30:00Z,false,false,4,false,93351,null,Man Utd,[],3,31,4,Arsenal,null
2367587,false,0,2023-09-16T11:30:00Z,false,false,2,false,93370,null,Liverpool,[],4,50,5,Wolves,null
2367579,false,0,2023-09-16T14:00:00Z,false,false,3,false,93361,null,Crystal Palace,[],2,41,5,Aston Villa,null
2367581,false,0,2023-09-16T14:00:00Z,false,false,2,false,93364,null,Luton,[],2,44,5,Fulham,null
2367582,false,0,2023-09-16T14:00:00Z,false,false,4,false,93365,null,Brighton,[],3,45,5,Man Utd,null
2367585,false,0,2023-09-16T14:00:00Z,false,false,3,false,93368,null,Sheffield Utd,[],2,48,5,Spurs,null
2367586,false,0,2023-09-16T14:00:00Z,false,false,3,false,93369,null,Man City,[],5,49,5,West Ham,null
2367580,false,0,2023-09-16T16:30:00Z,false,false,2,false,93363,null,Arsenal,[],4,43,5,Everton,null
2367578,false,0,2023-09-17T13:00:00Z,false,false,2,false,93362,null,Chelsea,[],3,42,5,Bournemouth,null
2367583,false,0,2023-09-17T15:30:00Z,false,false,4,false,93366,null,Brentford,[],3,46,5,Newcastle,null
2367584,false,0,2023-09-18T18:45:00Z,false,false,2,false,93367,null,Burnley,[],2,47,5,Nott'm Forest,null
2367592,false,0,2023-09-23T14:00:00Z,false,false,3,false,93375,null,Aston Villa,[],3,55,6,Chelsea,null
2367593,false,0,2023-09-23T14:00:00Z,false,false,2,false,93376,null,Fulham,[],2,56,6,Crystal Palace,null
2367595,false,0,2023-09-23T14:00:00Z,false,false,2,false,93378,null,Wolves,[],2,58,6,Luton,null
2367596,false,0,2023-09-23T14:00:00Z,false,false,5,false,93379,null,Nott'm Forest,[],2,59,6,Man City,null
2367589,false,0,2023-09-23T16:30:00Z,false,false,3,false,93372,null,Everton,[],2,52,6,Brentford,null
2367591,false,0,2023-09-23T19:00:00Z,false,false,2,false,93374,null,Man Utd,[],3,54,6,Burnley,null
2367588,false,0,2023-09-24T13:00:00Z,false,false,4,false,93371,null,Spurs,[],3,51,6,Arsenal,null
2367590,false,0,2023-09-24T13:00:00Z,false,false,3,false,93373,null,Bournemouth,[],2,53,6,Brighton,null
2367594,false,0,2023-09-24T13:00:00Z,false,false,4,false,93377,null,West Ham,[],2,57,6,Liverpool,null
2367597,false,0,2023-09-24T15:30:00Z,false,false,2,false,93380,null,Newcastle,[],4,60,6,Sheffield Utd,null
2367599,false,0,2023-09-30T11:30:00Z,false,false,3,false,93381,null,Brighton,[],3,61,7,Aston Villa,null
2367598,false,0,2023-09-30T14:00:00Z,false,false,2,false,93382,null,Arsenal,[],4,62,7,Bournemouth,null
2367600,false,0,2023-09-30T14:00:00Z,false,false,2,false,93383,null,Luton,[],2,63,7,Everton,null
2367602,false,0,2023-09-30T14:00:00Z,false,false,4,false,93385,null,Crystal Palace,[],2,65,7,Man Utd,null
2367603,false,0,2023-09-30T14:00:00Z,false,false,4,false,93386,null,Burnley,[],2,66,7,Newcastle,null
2367606,false,0,2023-09-30T14:00:00Z,false,false,3,false,93389,null,Sheffield Utd,[],2,69,7,West Ham,null
2367607,false,0,2023-09-30T14:00:00Z,false,false,2,false,93390,null,Man City,[],5,70,7,Wolves,null
2367605,false,0,2023-09-30T16:30:00Z,false,false,3,false,93388,null,Liverpool,[],4,68,7,Spurs,null
2367604,false,0,2023-10-01T13:00:00Z,false,false,2,false,93387,null,Brentford,[],3,67,7,Nott'm Forest,null
2367601,false,0,2023-10-02T19:00:00Z,false,false,2,false,93384,null,Chelsea,[],3,64,7,Fulham,null
2367608,false,0,2023-10-07T14:00:00Z,false,false,4,false,93391,null,Man City,[],5,71,8,Arsenal,null
2367609,false,0,2023-10-07T14:00:00Z,false,false,3,false,93392,null,Liverpool,[],4,72,8,Brighton,null
2367610,false,0,2023-10-07T14:00:00Z,false,false,2,false,93393,null,Chelsea,[],3,73,8,Burnley,null
2367611,false,0,2023-10-07T14:00:00Z,false,false,2,false,93394,null,Nott'm Forest,[],2,74,8,Crystal Palace,null
2367612,false,0,2023-10-07T14:00:00Z,false,false,2,false,93395,null,Bournemouth,[],2,75,8,Everton,null
2367613,false,0,2023-10-07T14:00:00Z,false,false,2,false,93396,null,Sheffield Utd,[],2,76,8,Fulham,null
2367614,false,0,2023-10-07T14:00:00Z,false,false,2,false,93397,null,Spurs,[],3,77,8,Luton,null
2367615,false,0,2023-10-07T14:00:00Z,false,false,4,false,93398,null,Brentford,[],3,78,8,Man Utd,null
2367616,false,0,2023-10-07T14:00:00Z,false,false,3,false,93399,null,Newcastle,[],4,79,8,West Ham,null
2367617,false,0,2023-10-07T14:00:00Z,false,false,2,false,93400,null,Aston Villa,[],3,80,8,Wolves,null
2367619,false,0,2023-10-21T14:00:00Z,false,false,3,false,93401,null,West Ham,[],2,81,9,Aston Villa,null
2367618,false,0,2023-10-21T14:00:00Z,false,false,2,false,93402,null,Wolves,[],2,82,9,Bournemouth,null
2367620,false,0,2023-10-21T14:00:00Z,false,false,3,false,93403,null,Burnley,[],2,83,9,Brentford,null
2367621,false,0,2023-10-21T14:00:00Z,false,false,3,false,93404,null,Arsenal,[],4,84,9,Chelsea,null
2367622,false,0,2023-10-21T14:00:00Z,false,false,4,false,93405,null,Everton,[],2,85,9,Liverpool,null
2367623,false,0,2023-10-21T14:00:00Z,false,false,5,false,93406,null,Brighton,[],3,86,9,Man City,null
2367624,false,0,2023-10-21T14:00:00Z,false,false,4,false,93407,null,Crystal Palace,[],2,87,9,Newcastle,null
2367625,false,0,2023-10-21T14:00:00Z,false,false,2,false,93408,null,Luton,[],2,88,9,Nott'm Forest,null
2367626,false,0,2023-10-21T14:00:00Z,false,false,2,false,93409,null,Man Utd,[],3,89,9,Sheffield Utd,null
2367627,false,0,2023-10-21T14:00:00Z,false,false,3,false,93410,null,Fulham,[],2,90,9,Spurs,null
2367629,false,0,2023-10-28T14:00:00Z,false,false,4,false,93411,null,Sheffield Utd,[],2,91,10,Arsenal,null
2367630,false,0,2023-10-28T14:00:00Z,false,false,3,false,93412,null,Luton,[],2,92,10,Aston Villa,null
2367628,false,0,2023-10-28T14:00:00Z,false,false,2,false,93413,null,Burnley,[],2,93,10,Bournemouth,null
2367631,false,0,2023-10-28T14:00:00Z,false,false,3,false,93414,null,Fulham,[],2,94,10,Brighton,null
2367632,false,0,2023-10-28T14:00:00Z,false,false,3,false,93415,null,Brentford,[],3,95,10,Chelsea,null
2367633,false,0,2023-10-28T14:00:00Z,false,false,2,false,93416,null,Spurs,[],3,96,10,Crystal Palace,null
2367634,false,0,2023-10-28T14:00:00Z,false,false,4,false,93417,null,Nott'm Forest,[],2,97,10,Liverpool,null
2367635,false,0,2023-10-28T14:00:00Z,false,false,4,false,93418,null,Man City,[],5,98,10,Man Utd,null
2367636,false,0,2023-10-28T14:00:00Z,false,false,3,false,93419,null,Everton,[],2,99,10,West Ham,null
2367637,false,0,2023-10-28T14:00:00Z,false,false,2,false,93420,null,Newcastle,[],4,100,10,Wolves,null
2367638,false,0,2023-11-04T15:00:00Z,false,false,3,false,93421,null,West Ham,[],2,101,11,Brentford,null
2367639,false,0,2023-11-04T15:00:00Z,false,false,2,false,93422,null,Crystal Palace,[],2,102,11,Burnley,null
2367640,false,0,2023-11-04T15:00:00Z,false,false,2,false,93423,null,Brighton,[],3,103,11,Everton,null
2367641,false,0,2023-11-04T15:00:00Z,false,false,2,false,93424,null,Man Utd,[],3,104,11,Fulham,null
2367642,false,0,2023-11-04T15:00:00Z,false,false,2,false,93425,null,Liverpool,[],4,105,11,Luton,null
2367643,false,0,2023-11-04T15:00:00Z,false,false,5,false,93426,null,Bournemouth,[],2,106,11,Man City,null
2367644,false,0,2023-11-04T15:00:00Z,false,false,4,false,93427,null,Arsenal,[],4,107,11,Newcastle,null
2367645,false,0,2023-11-04T15:00:00Z,false,false,2,false,93428,null,Aston Villa,[],3,108,11,Nott'm Forest,null
2367646,false,0,2023-11-04T15:00:00Z,false,false,2,false,93429,null,Wolves,[],2,109,11,Sheffield Utd,null
2367647,false,0,2023-11-04T15:00:00Z,false,false,3,false,93430,null,Chelsea,[],3,110,11,Spurs,null
2367649,false,0,2023-11-11T15:00:00Z,false,false,4,false,93431,null,Burnley,[],2,111,12,Arsenal,null
2367650,false,0,2023-11-11T15:00:00Z,false,false,3,false,93432,null,Fulham,[],2,112,12,Aston Villa,null
2367648,false,0,2023-11-11T15:00:00Z,false,false,2,false,93433,null,Newcastle,[],4,113,12,Bournemouth,null
2367651,false,0,2023-11-11T15:00:00Z,false,false,3,false,93434,null,Sheffield Utd,[],2,114,12,Brighton,null
2367652,false,0,2023-11-11T15:00:00Z,false,false,3,false,93435,null,Man City,[],5,115,12,Chelsea,null
2367653,false,0,2023-11-11T15:00:00Z,false,false,2,false,93436,null,Everton,[],2,116,12,Crystal Palace,null
2367654,false,0,2023-11-11T15:00:00Z,false,false,4,false,93437,null,Brentford,[],3,117,12,Liverpool,null
2367655,false,0,2023-11-11T15:00:00Z,false,false,4,false,93438,null,Luton,[],2,118,12,Man Utd,null
2367656,false,0,2023-11-11T15:00:00Z,false,false,3,false,93439,null,Nott'm Forest,[],2,119,12,West Ham,null
2367657,false,0,2023-11-11T15:00:00Z,false,false,2,false,93440,null,Spurs,[],3,120,12,Wolves,null
2367658,false,0,2023-11-25T15:00:00Z,false,false,3,false,93441,null,Arsenal,[],4,121,13,Brentford,null
2367659,false,0,2023-11-25T15:00:00Z,false,false,2,false,93442,null,West Ham,[],2,122,13,Burnley,null
2367660,false,0,2023-11-25T15:00:00Z,false,false,2,false,93443,null,Man Utd,[],3,123,13,Everton,null
2367661,false,0,2023-11-25T15:00:00Z,false,false,2,false,93444,null,Wolves,[],2,124,13,Fulham,null
2367662,false,0,2023-11-25T15:00:00Z,false,false,2,false,93445,null,Crystal Palace,[],2,125,13,Luton,null
2367663,false,0,2023-11-25T15:00:00Z,false,false,5,false,93446,null,Liverpool,[],4,126,13,Man City,null
2367664,false,0,2023-11-25T15:00:00Z,false,false,4,false,93447,null,Chelsea,[],3,127,13,Newcastle,null
2367665,false,0,2023-11-25T15:00:00Z,false,false,2,false,93448,null,Brighton,[],3,128,13,Nott'm Forest,null
2367666,false,0,2023-11-25T15:00:00Z,false,false,2,false,93449,null,Bournemouth,[],2,129,13,Sheffield Utd,null
2367667,false,0,2023-11-25T15:00:00Z,false,false,3,false,93450,null,Aston Villa,[],3,130,13,Spurs,null
2367669,false,0,2023-12-02T15:00:00Z,false,false,4,false,93451,null,Wolves,[],2,131,14,Arsenal,null
2367668,false,0,2023-12-02T15:00:00Z,false,false,2,false,93452,null,Aston Villa,[],3,132,14,Bournemouth,null
2367670,false,0,2023-12-02T15:00:00Z,false,false,3,false,93453,null,Luton,[],2,133,14,Brentford,null
2367671,false,0,2023-12-02T15:00:00Z,false,false,2,false,93454,null,Sheffield Utd,[],2,134,14,Burnley,null
2367672,false,0,2023-12-02T15:00:00Z,false,false,3,false,93455,null,Brighton,[],3,135,14,Chelsea,null
2367673,false,0,2023-12-02T15:00:00Z,false,false,4,false,93456,null,Fulham,[],2,136,14,Liverpool,null
2367674,false,0,2023-12-02T15:00:00Z,false,false,5,false,93457,null,Spurs,[],3,137,14,Man City,null
2367675,false,0,2023-12-02T15:00:00Z,false,false,4,false,93458,null,Man Utd,[],3,138,14,Newcastle,null
