name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
João Cancelo,DEF,Man City,7,0,0,12,0,5.3,306,0,0,0,0,28,3,0,4.2,17,2022-08-21T15:30:00Z,90,0,0,0,0,3,0,4510949,0,3,3,20,0,275177,362027,86850,71,FALSE,1,Newcastle
Bruno Fernandes,MID,Man Utd,0.8,0,0,6,0,29.3,333,0,0,0,0,27,1,0,7.2,21.6,2022-08-22T19:00:00Z,90,0,0,0,0,3,0,178059,0,1,2,21,1,-84609,2432,87041,98,TRUE,1,Liverpool
Tyler Adams,MID,Leeds,1,0,0,12,1,22.3,506,0,0,0,0,25,0,0,5.3,22.8,2022-08-21T13:00:00Z,90,0,0,0,0,3,0,16968,0,0,3,8,3,-139,2935,3074,50,TRUE,0,Chelsea
Ciaran Clark,DEF,Newcastle,0,0,0,0,0,0,352,0,0,0,0,28,0,0,0,0,2022-08-21T15:30:00Z,0,0,0,0,0,3,0,306,0,3,3,0,0,-58,0,58,45,TRUE,0,Man City
Mark Travers,GK,Bournemouth,2,0,0,13,0,0,72,0,0,0,0,21,3,0,2.6,26.4,2022-08-20T16:30:00Z,90,0,0,0,0,3,3,52800,0,3,0,0,2,-6029,2600,8629,45,TRUE,0,Arsenal
Jordan Zemura,DEF,Bournemouth,0.8,0,0,3,0,5.6,76,0,0,0,0,21,3,0,2,12,2022-08-20T16:30:00Z,90,0,0,0,0,3,0,13138,0,3,0,2,0,-4450,302,4752,45,TRUE,1,Arsenal
Rob Holding,DEF,Arsenal,1,0,0,0,0,0,5,0,0,0,0,21,0,0,0,0,2022-08-20T16:30:00Z,0,0,0,0,0,3,0,13295,0,3,0,0,0,-2174,683,2857,44,FALSE,0,Bournemouth
Ivan Toney,FWD,Brentford,8.8,0,2,25,0,13.1,80,0,0,0,0,24,3,1,9.9,37.8,2022-08-20T14:00:00Z,90,0,0,0,0,3,0,1271626,0,2,3,48,8,644773,728368,83595,71,FALSE,0,Fulham
Pontus Jansson,DEF,Brentford,3.2,0,0,11,0,0.2,78,0,0,0,0,24,3,0,2.2,21.8,2022-08-20T14:00:00Z,90,0,0,0,0,3,0,189224,0,2,3,0,1,3761,17631,13870,45,FALSE,0,Fulham
Marvelous Nakamba,MID,Aston Villa,0,0,0,0,0,0,41,0,0,0,0,22,0,0,0,0,2022-08-20T14:00:00Z,0,0,0,0,0,3,0,19316,0,1,3,0,0,-1402,2382,3784,45,FALSE,0,Crystal Palace
Nampalys Mendy,MID,Leicester,0,0,0,0,0,0,252,0,0,0,0,26,0,0,0,0,2022-08-20T14:00:00Z,0,0,0,0,0,3,0,56792,0,2,1,0,0,-5263,4485,9748,45,TRUE,0,Southampton
