name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team
Che Adams,FWD,Southampton,2,0,0,7,0,1.8,411,0,0,0,0,71,1,0,0.8,1.6,2022-09-16T19:00:00Z,70,0,0,0,0,8,0,103707,0,0,1,5,2,1772,9930,8158,64,FALSE,0,Aston Villa
Nathaniel Chalobah,MID,Fulham,1,0,0,0,0,0,203,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,13411,0,3,2,0,0,-173,372,545,45,FALSE,0,Nott'm Forest
Loïc Mbe Soh,DEF,Nott'm Forest,-0.5,0,0,0,0,0,393,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,3711,0,3,2,0,0,-41,48,89,43,TRUE,0,Fulham
Tosin Adarabioyo,DEF,Fulham,3.3,0,0,22,0,1.8,209,0,0,0,0,78,2,1,8.6,48.8,2022-09-16T19:00:00Z,90,0,0,0,0,8,0,12199,0,3,2,35,7,1422,1949,527,45,FALSE,0,Nott'm Forest
Kalvin Phillips,MID,Man City,1,0,0,0,0,0,325,0,0,0,0,80,0,0,0,0,2022-09-17T11:30:00Z,0,0,0,0,0,8,0,17082,0,3,0,0,0,-298,188,486,48,FALSE,0,Wolves
Cafú,MID,Nott'm Forest,-0.5,0,0,0,0,0,383,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,32774,0,3,2,0,0,-2170,338,2508,44,TRUE,0,Fulham
Marek Rodák,GK,Fulham,0.5,0,0,0,0,0,213,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,21241,0,3,2,0,0,146,971,825,44,FALSE,0,Nott'm Forest
Ryan Fraser,MID,Newcastle,2.3,0,0,8,0,12.5,359,0,0,0,0,77,1,0,4.1,3.6,2022-09-17T14:00:00Z,70,0,0,0,0,8,0,11673,0,1,1,25,2,1596,2387,791,53,TRUE,0,Bournemouth
Luke Thomas,DEF,Leicester,-0.7,0,0,0,0,0,270,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,8651,0,2,6,0,0,-113,158,271,43,FALSE,0,Spurs
Karl Darlow,GK,Newcastle,0,0,0,0,0,0,353,0,0,0,0,77,0,0,0,0,2022-09-17T14:00:00Z,0,0,0,0,0,8,0,183678,0,1,1,0,0,-13982,318,14300,40,TRUE,0,Bournemouth
Rodri,MID,Man City,3.5,0,0,12,1,4.1,315,0,0,0,0,80,0,0,2.6,14.6,2022-09-17T11:30:00Z,80,0,0,0,0,8,0,223222,0,3,0,7,2,-1344,6780,8124,59,FALSE,1,Wolves
Fraser Forster,GK,Spurs,0.5,0,0,0,0,0,426,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,431648,0,2,6,0,0,-16953,1121,18074,40,TRUE,0,Leicester
Ethan Nwaneri,MID,Arsenal,1.7,0,0,3,0,0,630,0,0,0,0,72,0,0,0,0,2022-09-18T11:00:00Z,1,0,0,0,0,8,0,0,0,3,0,0,1,0,0,0,45,FALSE,0,Brentford
Jack Grealish,MID,Man City,3.5,0,2,38,1,28.1,305,0,0,0,0,80,0,1,11.3,44.8,2022-09-17T11:30:00Z,76,0,0,0,0,8,0,116866,0,3,0,40,10,-999,1209,2208,68,FALSE,0,Wolves
James McAtee,MID,Man City,0,0,0,0,0,0,317,0,0,0,0,80,0,0,0,0,2022-09-17T11:30:00Z,0,0,0,0,0,8,0,488,0,3,0,0,0,-14,0,14,45,FALSE,0,Wolves
Will Smallbone,MID,Southampton,0,0,0,0,0,0,415,0,0,0,0,71,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,1145,0,0,1,0,0,-25,0,25,45,FALSE,0,Aston Villa
Chris Wood,FWD,Newcastle,1.7,0,0,5,0,0,354,0,0,0,0,77,0,0,0.2,2,2022-09-17T14:00:00Z,1,0,0,0,0,8,0,63788,0,1,1,0,1,-2976,994,3970,57,TRUE,0,Bournemouth
Darren Randolph,GK,West Ham,0,0,0,0,0,0,571,0,0,0,0,75,0,0,0,0,2022-09-18T13:15:00Z,0,0,0,0,0,8,0,16256,0,0,1,0,0,21,435,414,40,FALSE,0,Everton
Leander Dendoncker,MID,Aston Villa,0.5,0,0,3,0,0,479,0,0,0,0,71,0,0,0.1,1,2022-09-16T19:00:00Z,23,0,0,0,0,8,0,9354,0,0,1,0,1,-310,173,483,48,TRUE,0,Southampton
Allan,MID,Everton,0,0,0,0,0,0,183,0,0,0,0,75,0,0,0,0,2022-09-18T13:15:00Z,0,0,0,0,0,8,0,9785,0,0,1,0,0,-47,195,242,48,TRUE,0,West Ham
Aleksandar Mitrović,FWD,Fulham,6.3,0,0,1,0,6.9,210,0,0,0,0,78,2,0,8.2,6.6,2022-09-16T19:00:00Z,89,0,0,0,0,8,0,3297573,0,3,2,68,2,511912,557341,45429,69,FALSE,0,Nott'm Forest
Joe Willock,MID,Newcastle,2.7,0,0,11,0,36.5,373,0,0,0,0,77,1,0,6.5,13,2022-09-17T14:00:00Z,90,0,0,0,0,8,0,53159,0,1,1,15,2,4486,7407,2921,49,TRUE,0,Bournemouth
Yerson Mosquera Valdelamar,DEF,Wolves,-1,0,0,0,0,0,494,0,0,0,0,80,0,0,0,0,2022-09-17T11:30:00Z,0,0,0,0,0,8,0,118375,0,3,0,0,0,2994,7557,4563,39,TRUE,0,Man City
Roméo Lavia,MID,Southampton,0,0,0,0,0,0,321,0,0,0,0,71,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,41034,0,0,1,0,0,-6982,493,7475,45,FALSE,0,Aston Villa
Kristoffer Ajer,DEF,Brentford,-0.3,0,0,10,0,0.5,84,0,0,0,0,72,3,0,0.7,6.4,2022-09-18T11:00:00Z,90,0,0,0,0,8,0,3958,0,3,0,0,1,337,493,156,45,TRUE,0,Arsenal
Emmanuel Dennis,FWD,Nott'm Forest,0.3,0,0,0,0,0,585,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,2,0,0,0,0,8,0,12863,0,3,2,0,1,-1008,699,1707,59,TRUE,0,Fulham
Joe Ayodele-Aribo,MID,Southampton,1.5,0,0,0,0,13.3,512,0,0,0,0,71,0,0,2.2,6.2,2022-09-16T19:00:00Z,45,0,0,0,0,8,0,56108,0,0,1,2,1,1553,3938,2385,54,FALSE,0,Aston Villa
Orel Mangala,MID,Nott'm Forest,-0.2,0,0,0,0,0,536,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,2394,0,3,2,0,0,-76,45,121,49,TRUE,0,Fulham
Cristian Romero,DEF,Spurs,1,0,0,5,0,0.3,443,0,0,0,0,79,0,0,0.6,5.4,2022-09-17T16:30:00Z,31,0,0,0,0,8,0,143257,0,2,6,0,1,8416,11460,3044,49,TRUE,0,Leicester
Maxwel Cornet,MID,West Ham,0.5,0,0,2,0,1.5,575,0,0,0,0,75,0,0,3.1,5.4,2022-09-18T13:15:00Z,28,0,0,0,0,8,0,14263,0,0,1,24,1,3077,4140,1063,59,FALSE,0,Everton
Stuart Armstrong,MID,Southampton,0.8,0,0,1,0,2,405,0,0,0,0,71,0,0,0.9,2.8,2022-09-16T19:00:00Z,19,0,0,0,0,8,0,11375,0,0,1,4,1,258,833,575,49,FALSE,0,Aston Villa
Oriol Romeu,MID,Southampton,0,0,0,0,0,0,402,0,0,0,0,71,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,4838,0,0,1,0,0,-329,0,329,48,FALSE,0,Aston Villa
Harrison Ashby,DEF,West Ham,0,0,0,0,0,0,555,0,0,0,0,75,0,0,0,0,2022-09-18T13:15:00Z,0,0,0,0,0,8,0,35074,0,0,1,0,0,-429,425,854,40,FALSE,0,Everton
Lewis Brunt,DEF,Leicester,-0.5,0,0,0,0,0,273,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,30104,0,2,6,0,0,-508,283,791,40,FALSE,0,Spurs
Matt Ritchie,DEF,Newcastle,0.7,0,0,0,0,0,350,0,0,0,0,77,0,0,0,0,2022-09-17T14:00:00Z,0,0,0,0,0,8,0,7930,0,1,1,0,0,-66,162,228,43,TRUE,0,Bournemouth
Jannik Vestergaard,DEF,Leicester,-0.5,0,0,0,0,0,253,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,763845,0,2,6,0,0,-17368,23095,40463,39,FALSE,0,Spurs
Chiquinho,MID,Wolves,0,0,0,0,0,0,490,0,0,0,0,80,0,0,0,0,2022-09-17T11:30:00Z,0,0,0,0,0,8,0,391,0,3,0,0,0,51,82,31,50,TRUE,0,Man City
Mohammed Salisu,DEF,Southampton,1.8,0,0,18,0,0.3,420,0,0,0,0,71,1,0,2.9,28.6,2022-09-16T19:00:00Z,90,0,0,0,0,8,0,19471,0,0,1,0,2,1953,3171,1218,44,FALSE,0,Aston Villa
Lucas Paquetá,MID,West Ham,1.3,0,0,2,0,2.3,603,0,0,0,0,75,1,0,2.3,3.4,2022-09-18T13:15:00Z,61,0,0,0,0,8,0,148196,0,0,1,17,2,48693,65968,17275,60,FALSE,0,Everton
Salomón Rondón,FWD,Everton,0.5,0,0,4,0,1.8,177,0,0,0,0,75,0,0,0.5,1,2022-09-18T13:15:00Z,1,0,0,0,0,8,0,50648,0,0,1,2,1,-1320,2308,3628,50,TRUE,0,West Ham
Alexander Isak,FWD,Newcastle,5,0,3,35,0,23.3,594,0,0,0,0,77,1,1,12.9,46.8,2022-09-17T14:00:00Z,90,0,0,0,0,8,0,828265,0,1,1,59,9,283275,347794,64519,70,TRUE,0,Bournemouth
Erling Haaland,FWD,Man City,13.2,0,0,29,1,3.4,318,0,0,0,0,80,0,1,6.3,37.6,2022-09-17T11:30:00Z,90,0,0,0,0,8,0,8407273,0,3,0,22,6,135042,142869,7827,120,FALSE,0,Wolves
Lewis Cook,MID,Bournemouth,2.7,0,0,13,0,10.7,67,0,0,0,0,77,1,0,2.5,14.2,2022-09-17T14:00:00Z,90,0,0,0,0,8,0,7848,0,1,1,0,2,487,808,321,49,FALSE,0,Newcastle
Phil Foden,MID,Man City,5.5,0,0,23,1,13.6,314,0,0,0,0,80,0,1,9.6,36.2,2022-09-17T11:30:00Z,71,0,0,0,0,8,0,823508,0,3,0,46,8,66071,115557,49486,80,FALSE,0,Wolves
Juan Larios,DEF,Southampton,0.5,0,0,6,0,0.3,622,0,0,0,0,71,0,0,0.5,5,2022-09-16T19:00:00Z,45,0,0,0,0,8,0,3569,0,0,1,0,1,184,343,159,40,FALSE,0,Aston Villa
Steve Cook,DEF,Nott'm Forest,0,0,0,5,0,0.2,379,0,0,0,0,78,3,0,1.4,14.2,2022-09-16T19:00:00Z,62,0,0,0,0,8,0,13852,0,3,2,0,0,183,628,445,45,TRUE,1,Fulham
Ryan Bertrand,DEF,Leicester,0,0,0,0,0,0,250,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,3334,0,2,6,0,0,-2,197,199,40,FALSE,0,Spurs
Sékou Mara,FWD,Southampton,0.8,0,0,3,0,0.2,528,0,0,0,0,71,0,0,2.2,5,2022-09-16T19:00:00Z,19,0,0,0,0,8,0,9937,0,0,1,17,1,-240,503,743,54,FALSE,0,Aston Villa
Xande Nascimento da Costa Silva,MID,Nott'm Forest,0,0,0,0,0,0,390,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,546,0,3,2,0,0,-13,0,13,50,TRUE,0,Fulham
Dean Henderson,GK,Nott'm Forest,2.5,0,0,17,0,0,398,0,0,0,0,78,3,0,3.3,32.8,2022-09-16T19:00:00Z,90,0,0,0,0,8,3,1438231,0,3,2,0,2,48065,87366,39301,47,TRUE,0,Fulham
Jack Stacey,DEF,Bournemouth,0,0,0,6,0,0,65,0,0,0,0,77,0,0,0.5,5,2022-09-17T14:00:00Z,3,0,0,0,0,8,0,4632,0,1,1,0,1,-86,72,158,43,FALSE,0,Newcastle
Mason Holgate,DEF,Everton,0,0,0,0,0,0,192,0,0,0,0,75,0,0,0,0,2022-09-18T13:15:00Z,0,0,0,0,0,8,0,8523,0,0,1,0,0,-489,34,523,44,TRUE,0,West Ham
Armel Bella-Kotchap,DEF,Southampton,1.8,0,0,19,0,0.5,423,0,0,0,0,71,1,0,2.9,26.2,2022-09-16T19:00:00Z,90,0,0,0,0,8,0,31033,0,0,1,2,2,6027,7807,1780,45,FALSE,0,Aston Villa
Ainsley Maitland-Niles,MID,Southampton,0.2,0,0,0,0,0,21,0,0,0,0,71,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,5775,0,0,1,0,0,42,246,204,48,FALSE,0,Aston Villa
Keane Lewis-Potter,MID,Brentford,1.3,0,0,0,0,0,515,0,0,0,0,72,0,0,0,0,2022-09-18T11:00:00Z,0,0,0,0,0,8,0,8018,0,3,0,0,0,-56,257,313,53,TRUE,0,Arsenal
Kevin De Bruyne,MID,Man City,6,2,1,34,1,51.4,301,0,0,0,0,80,0,0,10.4,41.2,2022-09-17T11:30:00Z,71,0,0,0,0,8,0,3557645,0,3,0,11,10,660980,740791,79811,122,FALSE,0,Wolves
Diego Carlos,DEF,Aston Villa,0,0,0,0,0,0,50,0,0,0,0,71,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,26446,0,0,1,0,0,-693,82,775,48,TRUE,0,Southampton
Lucas Moura,MID,Spurs,0,0,0,0,0,0,431,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,15557,0,2,6,0,0,-362,64,426,58,TRUE,0,Leicester
Ben Mee,DEF,Brentford,1,0,0,9,0,0.2,526,0,0,0,0,72,3,0,2.2,15.6,2022-09-18T11:00:00Z,90,0,0,0,0,8,0,296865,0,3,0,6,1,-9509,9032,18541,45,TRUE,0,Arsenal
Marquinhos,MID,Arsenal,0.7,0,0,3,0,0.2,27,0,0,0,0,72,0,0,0,0,2022-09-18T11:00:00Z,1,0,0,0,0,8,0,8391,0,3,0,0,1,39,285,246,48,FALSE,0,Brentford
Daniel James,MID,Fulham,1.5,0,0,8,0,26.5,231,0,0,0,0,78,1,0,3.7,4.4,2022-09-16T19:00:00Z,20,0,0,0,0,8,0,20357,0,3,2,6,1,3638,4756,1118,60,FALSE,0,Nott'm Forest
João Cancelo,DEF,Man City,7,0,3,39,1,35.7,306,0,0,0,0,80,0,0,8.1,28.2,2022-09-17T11:30:00Z,90,0,0,0,0,8,0,5430281,0,3,0,17,9,274634,304467,29833,72,FALSE,0,Wolves
Ciaran Clark,DEF,Newcastle,0,0,0,0,0,0,352,0,0,0,0,77,0,0,0,0,2022-09-17T14:00:00Z,0,0,0,0,0,8,0,243,0,1,1,0,0,-1,0,1,45,TRUE,0,Bournemouth
Owen Bevan,DEF,Bournemouth,0,0,0,0,0,0,598,0,0,0,0,77,0,0,0,0,2022-09-17T14:00:00Z,0,0,0,0,0,8,0,6504,0,1,1,0,0,-717,0,717,40,FALSE,0,Newcastle
Mark Travers,GK,Bournemouth,-0.7,0,0,0,0,0,72,0,0,0,0,77,0,0,0,0,2022-09-17T14:00:00Z,0,0,0,0,0,8,0,46462,0,1,1,0,0,-275,1333,1608,44,FALSE,0,Newcastle
Jordan Zemura,DEF,Bournemouth,2,1,1,29,0,51.5,76,0,0,0,0,77,1,0,9.5,39,2022-09-17T14:00:00Z,90,0,0,0,0,8,0,13446,0,1,1,4,6,-183,294,477,44,FALSE,0,Newcastle
Rob Holding,DEF,Arsenal,1,0,0,0,0,0,5,0,0,0,0,72,0,0,0,0,2022-09-18T11:00:00Z,0,0,0,0,0,8,0,12232,0,3,0,0,0,-189,114,303,43,FALSE,0,Brentford
Ivan Toney,FWD,Brentford,5,0,0,5,0,15.9,80,0,0,0,0,72,3,0,3.5,9.8,2022-09-18T11:00:00Z,90,0,0,0,0,8,0,2018737,0,3,0,9,2,8381,151392,143011,72,TRUE,0,Arsenal
Pontus Jansson,DEF,Brentford,0,0,0,14,0,0.5,78,0,0,0,0,72,3,0,1.5,12.2,2022-09-18T11:00:00Z,90,0,0,0,0,8,0,103448,0,3,0,2,1,-3528,775,4303,44,TRUE,0,Arsenal
Marvelous Nakamba,MID,Aston Villa,0,0,0,0,0,0,41,0,0,0,0,71,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,19109,0,0,1,0,0,-597,284,881,44,TRUE,0,Southampton
Nampalys Mendy,MID,Leicester,-0.5,0,0,0,0,0,252,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,52516,0,2,6,0,0,-1434,500,1934,44,FALSE,0,Spurs
Fábio Vieira,MID,Arsenal,3.3,0,2,31,1,15.3,25,0,0,0,0,72,0,1,6,38,2022-09-18T11:00:00Z,90,0,0,0,0,8,0,9940,0,3,0,7,10,40,334,294,57,FALSE,0,Brentford
Ryan Fredericks,DEF,Bournemouth,0,0,0,0,0,0,59,0,0,0,0,77,0,0,0,0,2022-09-17T14:00:00Z,0,0,0,0,0,8,0,2395,0,1,1,0,0,37,96,59,44,FALSE,0,Newcastle
Stanley Mills,MID,Everton,0,0,0,0,0,0,560,0,0,0,0,75,0,0,0,0,2022-09-18T13:15:00Z,0,0,0,0,0,8,0,2709,0,0,1,0,0,16,128,112,45,TRUE,0,West Ham
Cheikhou Kouyaté,MID,Nott'm Forest,2.3,0,0,0,0,0,583,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,34662,0,3,2,0,0,5879,9154,3275,45,TRUE,0,Fulham
Kurt Zouma,DEF,West Ham,3.5,0,0,12,0,0.5,461,0,0,0,0,75,1,0,5.4,16,2022-09-18T13:15:00Z,90,0,0,0,0,8,0,164483,0,0,1,37,2,20170,30190,10020,45,FALSE,0,Everton
Luke Mbete-Tabu,DEF,Man City,0,0,0,0,0,0,320,0,0,0,0,80,0,0,0,0,2022-09-17T11:30:00Z,0,0,0,0,0,8,0,25476,0,3,0,0,0,-2653,0,2653,39,FALSE,0,Wolves
Armstrong Oko-Flex,MID,West Ham,0,0,0,0,0,0,572,0,0,0,0,75,0,0,0,0,2022-09-18T13:15:00Z,0,0,0,0,0,8,0,4596,0,0,1,0,0,-195,0,195,44,FALSE,0,Everton
Taiwo Awoniyi,FWD,Nott'm Forest,2,0,1,24,0,0.7,397,0,0,0,0,78,3,1,7.8,37.4,2022-09-16T19:00:00Z,69,0,0,0,0,8,0,65952,0,3,2,40,7,-4703,788,5491,58,TRUE,0,Fulham
Harry Winks,MID,Spurs,0,0,0,0,0,0,434,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,111037,0,2,6,0,0,-7150,0,7150,44,TRUE,0,Leicester
Ricardo Pereira,DEF,Leicester,0,0,0,0,0,0,256,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,2896,0,2,6,0,0,81,163,82,43,FALSE,0,Spurs
Moussa Djenepo,MID,Southampton,1.5,0,0,9,0,0.3,418,0,0,0,0,71,1,0,1.2,11.2,2022-09-16T19:00:00Z,90,0,0,0,0,8,0,11249,0,0,1,0,2,155,637,482,50,FALSE,0,Aston Villa
Morgan Gibbs-White,MID,Nott'm Forest,2,0,0,4,0,27.1,493,0,0,0,0,78,3,0,5.6,2.4,2022-09-16T19:00:00Z,90,0,0,0,0,8,0,60159,0,3,2,26,2,12624,19586,6962,55,TRUE,0,Fulham
Mads Bidstrup,MID,Brentford,0,0,0,0,0,0,99,0,0,0,0,72,0,0,0,0,2022-09-18T11:00:00Z,0,0,0,0,0,8,0,126,0,3,0,0,0,-5,0,5,45,TRUE,0,Arsenal
Loïc Badé,DEF,Nott'm Forest,-0.5,0,0,0,0,0,621,0,0,0,0,78,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,1350,0,3,2,0,0,175,248,73,45,TRUE,0,Fulham
Ryan Christie,MID,Bournemouth,1.3,0,0,6,0,1.3,69,0,0,0,0,77,1,0,2.7,13.2,2022-09-17T14:00:00Z,86,0,0,0,0,8,0,5637,0,1,1,12,1,-32,152,184,53,FALSE,1,Newcastle
Matty Cash,DEF,Aston Villa,0.1,0,0,0,0,0,43,0,0,0,0,71,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,534902,0,0,1,0,0,-59042,1265,60307,47,TRUE,0,Southampton
Bernardo Silva,MID,Man City,7,1,0,23,1,35.2,311,0,0,0,0,80,0,0,6.3,25.6,2022-09-17T11:30:00Z,71,0,0,0,0,8,0,1367652,0,3,0,2,6,119602,182008,62406,70,FALSE,0,Wolves
Javier Manquillo,DEF,Newcastle,0.5,0,0,0,0,0,363,0,0,0,0,77,0,0,0,0,2022-09-17T14:00:00Z,0,0,0,0,0,8,0,6044,0,1,1,0,0,-108,80,188,43,TRUE,0,Bournemouth
Bertrand Traoré,MID,Aston Villa,0,0,0,0,0,0,34,0,0,0,0,71,0,0,0,0,2022-09-16T19:00:00Z,0,0,0,0,0,8,0,7280,0,0,1,0,0,-256,0,256,49,TRUE,0,Southampton
Vitalii Mykolenko,DEF,Everton,4,0,0,27,1,16.7,194,0,0,0,0,75,0,0,3.7,19,2022-09-18T13:15:00Z,90,0,0,0,0,8,0,56283,0,0,1,1,6,15453,18579,3126,45,TRUE,0,West Ham
Kyle Walker,DEF,Man City,1.6,0,0,0,0,0,299,0,0,0,0,80,0,0,0,0,2022-09-17T11:30:00Z,0,0,0,0,0,8,0,816601,0,3,0,0,0,-232128,2517,234645,51,FALSE,0,Wolves
Scott Carson,GK,Man City,1,0,0,0,0,0,502,0,0,0,0,80,0,0,0,0,2022-09-17T11:30:00Z,0,0,0,0,0,8,0,24750,0,3,0,0,0,-620,1384,2004,39,FALSE,0,Wolves
Dominic Solanke,FWD,Bournemouth,3.7,0,0,7,0,0.3,66,0,0,0,0,77,1,0,2,9.2,2022-09-17T14:00:00Z,90,0,0,0,0,8,0,50048,0,1,1,10,2,2274,8845,6571,57,FALSE,0,Newcastle
Vitaly Janelt,MID,Brentford,4,0,0,8,0,0.3,86,0,0,0,0,72,3,0,0.6,5.4,2022-09-18T11:00:00Z,62,0,0,0,0,8,0,19264,0,3,0,0,2,1539,3306,1767,55,TRUE,0,Arsenal
Hugo Bueno,DEF,Wolves,-1,0,0,0,0,0,558,0,0,0,0,80,0,0,0,0,2022-09-17T11:30:00Z,0,0,0,0,0,8,0,75064,0,3,0,0,0,-1224,572,1796,40,TRUE,0,Man City
Lewis Warrington,MID,Everton,0,0,0,0,0,0,561,0,0,0,0,75,0,0,0,0,2022-09-18T13:15:00Z,0,0,0,0,0,8,0,12280,0,0,1,0,0,-624,0,624,44,TRUE,0,West Ham
Pierre-Emile Højbjerg,MID,Spurs,5.3,1,0,30,0,23.5,433,0,0,0,0,79,2,0,5.9,32.8,2022-09-17T16:30:00Z,90,0,0,0,0,8,0,319525,0,2,6,3,5,82219,93276,11057,55,TRUE,0,Leicester
Declan Rice,MID,West Ham,4.2,0,0,18,0,14.3,467,0,0,0,0,75,1,0,3.4,16,2022-09-18T13:15:00Z,90,0,0,0,0,8,0,462736,0,0,1,4,2,8179,19851,11672,49,FALSE,0,Everton
Daniel Amartey,DEF,Leicester,0,0,0,0,0,0,257,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,21639,0,2,6,0,0,-429,184,613,44,FALSE,0,Spurs
Anthony Gordon,MID,Everton,4.8,0,0,0,1,7,195,0,0,0,0,75,0,0,2.4,8.8,2022-09-18T13:15:00Z,74,0,0,0,0,8,0,583617,0,0,1,8,2,208890,252999,44109,55,TRUE,1,West Ham
David Raya,GK,Brentford,2.7,0,0,17,0,0,81,0,0,0,0,72,3,0,3.7,36.8,2022-09-18T11:00:00Z,90,0,0,0,0,8,4,655913,0,3,0,0,2,-17529,38469,55998,45,TRUE,0,Arsenal
Dane Scarlett,FWD,Spurs,0,0,0,0,0,0,447,0,0,0,0,79,0,0,0,0,2022-09-17T16:30:00Z,0,0,0,0,0,8,0,4880,0,2,6,0,0,-251,0,251,45,TRUE,0,Leicester
Aaron Hickey,DEF,Brentford,0.3,0,0,14,0,2.5,510,0,0,0,0,72,3,0,2,17.6,2022-09-18T11:00:00Z,90,0,0,0,0,8,0,41394,0,3,0,0,1,-374,1645,2019,50,TRUE,0,Arsenal
Rúben Vinagre,DEF,Everton,0.2,0,0,0,0,0,531,0,0,0,0,75,0,0,0,0,2022-09-18T13:15:00Z,0,0,0,0,0,8,0,5441,0,0,1,0,0,-84,61,145,43,TRUE,0,West Ham
